StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,AutomationStep,NextStepId,label_EventName,label_EventId,Activity
21,Recording_72,Process_27,2022-01-10T06:31:33+00:00,Click UI element in window,Group 'licenses ‎0‎ menu required' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft 365 admin center - Active users — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Group \\'licenses \u200e0\u200e menu required\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 35 OffsetY: -33 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",23.0,Add new member to the directory.,Event_362,firefoxClick UI element in window
22,Recording_72,Process_27,2022-01-10T06:31:36+00:00,Press button in window,Button 'Next' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft 365 admin center - Active users — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Button \\'Next\\'']\n""]",24.0,Add new member to the directory.,Event_362,firefoxPress button in window
23,Recording_72,Process_27,2022-01-10T06:31:39+00:00,Press button in window,Button 'Next' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft 365 admin center - Active users — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Button \\'Next\\'']\n""]",25.0,Add new member to the directory.,Event_362,firefoxPress button in window
24,Recording_72,Process_27,2022-01-10T06:31:42+00:00,Press button in window,Button 'Finish adding' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft 365 admin center - Active users — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Button \\'Finish adding\\'']\n""]",26.0,Add new member to the directory.,Event_362,firefoxPress button in window
25,Recording_72,Process_27,2022-01-10T06:31:49+00:00,Press button in window,Button 'Close' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft 365 admin center - Active users — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Button \\'Close\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Add new member to the directory.,Event_362,firefoxPress button in window
0,Recording_9,Process_7,2022-02-22T02:43:23+00:00,Select menu option in window,Firefox - 2 running windows in Quick Launch Bar,,,"[""UIAutomation.SelectMenuOption Control: appmask['Quick Launch Bar']['Firefox - 2 running windows']\n""]",2.0,Open the active directory of organization,Event_34,Select menu option in window
1,Recording_9,Process_7,2022-02-22T02:43:26+00:00,Click UI element in window,List Item 'Mozilla Firefox (Private Browsing)' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'Mozilla Firefox (Private Browsing)\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 42 OffsetY: 4 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",3.0,Open the active directory of organization,Event_34,Click UI element in window
2,Recording_9,Process_7,2022-02-22T02:43:34+00:00,Populate text field in window,Edit 'Search with Google or enter address' in Window 'Mozilla Firefox (Private Browsing)'; Text:'o365',firefox,Mozilla Firefox (Private Browsing),"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Mozilla Firefox (Private Browsing)\\'']['Edit \\'Search with Google or enter address\\''] Text: 'o365' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",4.0,Open the active directory of organization,Event_34,firefoxPopulate text field in window
3,Recording_9,Process_7,2022-02-22T02:43:35+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}'\n""]",5.0,Open the active directory of organization,Event_34,Send keys
4,Recording_9,Process_7,2022-02-22T02:43:39+00:00,Click UI element in window,Hyperlink 'Office  ... office.com' in Window 'o365 -  ...  (Private Browsing)',firefox,o365 - Google Search — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'o365 -  ...  (Private Browsing)\\'']['Hyperlink \\'Office  ... office.com\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 73 OffsetY: -6 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleLeft\n""]",6.0,Open the active directory of organization,Event_34,firefoxClick UI element in window
5,Recording_9,Process_7,2022-02-22T02:43:53+00:00,Select menu option in window,Menu Item 'App launcher' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft Office Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Menu Item \\'App launcher\\'']\n""]",7.0,Open the active directory of organization,Event_34,firefoxSelect menu option in window
6,Recording_9,Process_7,2022-02-22T02:43:57+00:00,Click UI element in window,Hyperlink 'Admin' in Window 'Microsoft  ...  (Private Browsing)',firefox,Microsoft Office Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\'']['Hyperlink \\'Admin\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 39 OffsetY: -14 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",8.0,Open the active directory of organization,Event_34,firefoxClick UI element in window
7,Recording_9,Process_7,2022-02-22T02:44:08+00:00,Select menu option in window,Menu Item 'Users' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'Users\\'']\n""]",9.0,Locate the employee's profile who is on leave,Event_35,firefoxSelect menu option in window
8,Recording_9,Process_7,2022-02-22T02:44:10+00:00,Select menu option in window,Menu Item 'Active users' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Menu Item \\'Active users\\'']\n""]",10.0,Locate the employee's profile who is on leave,Event_35,firefoxSelect menu option in window
9,Recording_9,Process_7,2022-02-22T02:44:18+00:00,Click UI element in window,Edit 'Name Surname' in Window 'Microsoft  ...  (Private Browsing)' 3,firefox,Microsoft 365 admin center - Active users — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 3']['Edit \\'Name Surname\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -14 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",11.0,Locate the employee's profile who is on leave,Event_35,firefoxClick UI element in window
10,Recording_9,Process_7,2022-02-22T02:44:28+00:00,Select tab in window,Tab Item 'OneDrive' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectTab Tab: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Tab Item \\'OneDrive\\'']\n""]",12.0,Go to the employee's account on cloud storage,Event_36,firefoxSelect tab in window
11,Recording_9,Process_7,2022-02-22T02:44:38+00:00,Press button in window,Button 'Create link to files' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Button \\'Create link to files\\'']\n""]",13.0,Go to the employee's account on cloud storage,Event_36,firefoxPress button in window
12,Recording_9,Process_7,2022-02-22T02:44:49+00:00,Click UI element in window,Hyperlink ' ... osoft_com1' in Window 'Microsoft  ...  (Private Browsing)' 2,firefox,Microsoft 365 admin center - Home — Mozilla Firefox (Private Browsing),"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  (Private Browsing)\\' 2']['Hyperlink \\' ... osoft_com1\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 93 OffsetY: -7 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",14.0,Go to the employee's account on cloud storage,Event_36,firefoxClick UI element in window
13,Recording_9,Process_7,2022-02-22T02:44:59+00:00,Press button in window,Button 'Show actions' in Window 'My files -  ...  (Private Browsing)',firefox,My files - OneDrive — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'My files -  ...  (Private Browsing)\\'']['Button \\'Show actions\\'']\n""]",15.0,Copy the link of meeting agenda file,Event_37,firefoxPress button in window
14,Recording_9,Process_7,2022-02-22T02:45:03+00:00,Select menu option in window,Menu Item 'Copy link' in Window 'My files -  ...  (Private Browsing)',firefox,My files - OneDrive — Mozilla Firefox (Private Browsing),"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'My files -  ...  (Private Browsing)\\'']['Menu Item \\'Copy link\\'']\n""]",16.0,Copy the link of meeting agenda file,Event_37,firefoxSelect menu option in window
15,Recording_9,Process_7,2022-02-22T02:45:11+00:00,Press button in window,Button 'Copy' in Window 'My files -  ...  (Private Browsing)',firefox,My files - OneDrive — Mozilla Firefox (Private Browsing),"[""UIAutomation.PressButton Button: appmask['Window \\'My files -  ...  (Private Browsing)\\'']['Button \\'Copy\\'']\n""]",17.0,Copy the link of meeting agenda file,Event_37,firefoxPress button in window
16,Recording_9,Process_7,2022-02-22T02:45:15+00:00,Press button in window,"System Clock, 08:15 AM, ‎22-‎02-‎2022 in System Tray",,,"[""UIAutomation.PressButton Button: appmask['System Tray']['System Clock, 08:15 AM, \u200e22-\u200e02-\u200e2022']\n""]",18.0,Go to the calendar and set a meeting request,Event_38,Press button in window
17,Recording_9,Process_7,2022-02-22T02:45:21+00:00,Click UI element in window,Data Item '26' in Window 'Date and Time Usernamermation',ShellExperienceHost,Date and Time Usernamermation,"[""UIAutomation.Click Element: appmask['Window \\'Date and Time Usernamermation\\'']['Data Item \\'26\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -3 OffsetY: -3 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",19.0,Go to the calendar and set a meeting request,Event_38,ShellExperienceHostClick UI element in window
18,Recording_9,Process_7,2022-02-22T02:45:35+00:00,Populate text field in window,Edit 'Add an event or reminder' in Window 'Date and Time Usernamermation'; Text:'Meeting Agenda ',ShellExperienceHost,Date and Time Usernamermation,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Date and Time Usernamermation\\'']['Edit \\'Add an event or reminder\\''] Text: 'Meeting Agenda ' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",20.0,Go to the calendar and set a meeting request,Event_38,ShellExperienceHostPopulate text field in window
19,Recording_9,Process_7,2022-02-22T02:45:43+00:00,Press button in window,Button 'More details' in Window 'Date and Time Usernamermation',ShellExperienceHost,Date and Time Usernamermation,"[""UIAutomation.PressButton Button: appmask['Window \\'Date and Time Usernamermation\\'']['Button \\'More details\\'']\n""]",21.0,Go to the calendar and set a meeting request,Event_38,ShellExperienceHostPress button in window
20,Recording_9,Process_7,2022-02-22T02:45:53+00:00,Press button in window,Button 'Date Picker' in Window 'dsgfd - Event ‎- Calendar',ApplicationFrameHost,dsgfd - Event ‎- Calendar,"[""UIAutomation.PressButton Button: appmask['Window \\'dsgfd - Event \u200e- Calendar\\'']['Button \\'Date Picker\\'']\n""]",22.0,Go to the calendar and set a meeting request,Event_38,ApplicationFrameHostPress button in window
21,Recording_9,Process_7,2022-02-22T02:45:56+00:00,Press button in window,Button '26 February 2022' in Window 'dsgfd - Event ‎- Calendar',ApplicationFrameHost,dsgfd - Event ‎- Calendar,"[""UIAutomation.PressButton Button: appmask['Window \\'dsgfd - Event \u200e- Calendar\\'']['Button \\'26 February 2022\\'']\n""]",23.0,Go to the calendar and set a meeting request,Event_38,ApplicationFrameHostPress button in window
22,Recording_9,Process_7,2022-02-22T02:45:59+00:00,Set checkbox state in window,Check Box 'All day' in Window 'dsgfd - Event ‎- Calendar',ApplicationFrameHost,dsgfd - Event ‎- Calendar,"[""UIAutomation.SetCheckboxState Checkbox: appmask['Window \\'dsgfd - Event \u200e- Calendar\\'']['Check Box \\'All day\\''] CheckboxState: UIAutomation.CheckboxState.Checked\n""]",24.0,Go to the calendar and set a meeting request,Event_38,ApplicationFrameHostSet checkbox state in window
23,Recording_9,Process_7,2022-02-22T02:46:00+00:00,Click UI element in window,Edit 'Event description' in Window 'dsgfd - Event ‎- Calendar',ApplicationFrameHost,dsgfd - Event ‎- Calendar,"[""UIAutomation.Click Element: appmask['Window \\'dsgfd - Event \u200e- Calendar\\'']['Edit \\'Event description\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 149 OffsetY: 40 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopLeft\n""]",25.0,Go to the calendar and set a meeting request,Event_38,ApplicationFrameHostClick UI element in window
24,Recording_9,Process_7,2022-02-22T02:46:03+00:00,Send keys,"TextToSend:'{LShiftKey}(H)ello{LShiftKey}(<){Back},{Return}{LShiftKey}(C)an we have a discussion for meeting agenda next week{LShiftKey}(?)'",,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{LShiftKey}(H)ello{LShiftKey}(<){Back},{Return}{LShiftKey}(C)an{Space}we{Space}have{Space}a{Space}discussion{Space}for{Space}meeting{Space}agenda{Space}next{Space}week{LShiftKey}(?)'\n""]",26.0,Go to the calendar and set a meeting request,Event_38,Send keys
25,Recording_9,Process_7,2022-02-22T02:46:38+00:00,Populate text field in window,Edit 'Event name' in Window 'dsgfd - Event ‎- Calendar'; Text:'Meeting Agenda',ApplicationFrameHost,dsgfd - Event ‎- Calendar,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'dsgfd - Event \u200e- Calendar\\'']['Edit \\'Event name\\''] Text: 'Meeting Agenda' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",27.0,Go to the calendar and set a meeting request,Event_38,ApplicationFrameHostPopulate text field in window
26,Recording_9,Process_7,2022-02-22T02:46:50+00:00,Send keys,TextToSend:'{Return}{Return}',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}{Return}'\n""]",28.0,Go to the calendar and set a meeting request,Event_38,Send keys
27,Recording_9,Process_7,2022-02-22T02:46:54+00:00,Click UI element in window,Edit 'Event description' in Window 'dsgfd - Event ‎- Calendar',ApplicationFrameHost,dsgfd - Event ‎- Calendar,"[""UIAutomation.Click Element: appmask['Window \\'dsgfd - Event \u200e- Calendar\\'']['Edit \\'Event description\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -98 OffsetY: 33 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.TopRight\n""]",29.0,Go to the calendar and set a meeting request,Event_38,ApplicationFrameHostClick UI element in window
28,Recording_9,Process_7,2022-02-22T02:46:55+00:00,Send keys,TextToSend:'{Return}{LControlKey}({V})',,,"['WAIT 2\n', ""MouseAndKeyboard.SendKeys TextToSend: '{Return}{LControlKey}({V})'\n""]",30.0,Send the meeting invitation by sharing link,Event_39,Send keys
29,Recording_9,Process_7,2022-02-22T02:47:06+00:00,Populate text field in window,Edit 'Invite someone' in Window 'dsgfd - Event ‎- Calendar'; Text:'Name',ApplicationFrameHost,dsgfd - Event ‎- Calendar,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'dsgfd - Event \u200e- Calendar\\'']['Edit \\'Invite someone\\''] Text: 'Name' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",31.0,Send the meeting invitation by sharing link,Event_39,ApplicationFrameHostPopulate text field in window
30,Recording_9,Process_7,2022-02-22T02:47:09+00:00,Click UI element in window,List Item 'Name Surname Email@Domain' in Window 'dsgfd - Event ‎- Calendar',ApplicationFrameHost,dsgfd - Event ‎- Calendar,"[""UIAutomation.Click Element: appmask['Window \\'dsgfd - Event \u200e- Calendar\\'']['List Item \\'Name Surname Email@Domain\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 20 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",32.0,Send the meeting invitation by sharing link,Event_39,ApplicationFrameHostClick UI element in window
31,Recording_9,Process_7,2022-02-22T02:47:14+00:00,Press button in window,Button 'Send' in Window 'dsgfd - Event ‎- Calendar',ApplicationFrameHost,dsgfd - Event ‎- Calendar,"[""UIAutomation.PressButton Button: appmask['Window \\'dsgfd - Event \u200e- Calendar\\'']['Button \\'Send\\'']\n"", '# End of autogenerated actions using the desktop recorder\n']",,Send the meeting invitation by sharing link,Event_39,ApplicationFrameHostPress button in window
0,Recording_90,Process_32,2022-02-16T04:17:54+00:00,Click UI element in window,List Item '🔎  ...  - Microsoft​ Edge' in List 'Task Switcher',,Task Switcher,"[""UIAutomation.Click Element: appmask['List \\'Task Switcher\\'']['List Item \\'🔎  ...  - Microsoft\u200b Edge\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 61 OffsetY: -43 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomLeft\n""]",2.0,Login to the form making app,Event_426,Click UI element in window
1,Recording_90,Process_32,2022-02-16T04:17:58+00:00,Click UI element in window,Hyperlink 'Microsoft Forms' in Window '🔎 microsoft  ...  - Microsoft​ Edge',msedge,🔎 microsoft form - Search - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'🔎 microsoft  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Microsoft Forms\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 21 OffsetY: 2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",3.0,Login to the form making app,Event_426,msedgeClick UI element in window
2,Recording_90,Process_32,2022-02-16T04:18:07+00:00,Populate text field in window,Edit 'Search your  ...  bar as you type.' in Window 'Microsoft  ...  - Microsoft​ Edge'; Text:'Leave',msedge,Microsoft Forms and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Edit \\'Search your  ...  bar as you type.\\''] Text: 'Leave' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",4.0,Search the Leave Application form and save it in PDF format,Event_427,msedgePopulate text field in window
3,Recording_90,Process_32,2022-02-16T04:18:12+00:00,Click UI element in window,Edit 'Search your  ...  bar as you type.' in Window 'Microsoft  ...  - Microsoft​ Edge',msedge,Microsoft Forms and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Edit \\'Search your  ...  bar as you type.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -26 OffsetY: -9 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomCenter\n""]",5.0,Search the Leave Application form and save it in PDF format,Event_427,msedgeClick UI element in window
4,Recording_90,Process_32,2022-02-16T04:18:19+00:00,Click UI element in window,Hyperlink 'Open  ...  Has 0 responses.' in Window 'Microsoft  ...  - Microsoft​ Edge',msedge,Microsoft Forms and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Microsoft  ...  - Microsoft\u200b Edge\\'']['Hyperlink \\'Open  ...  Has 0 responses.\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -56 OffsetY: -61 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.BottomRight\n""]",6.0,Search the Leave Application form and save it in PDF format,Event_427,msedgeClick UI element in window
5,Recording_90,Process_32,2022-02-16T04:18:24+00:00,Press button in window,Button 'More form settings' in Window 'Leave  ...  - Microsoft​ Edge',msedge,Leave Application form (Edit) Microsoft Forms and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Leave  ...  - Microsoft\u200b Edge\\'']['Button \\'More form settings\\'']\n""]",7.0,Search the Leave Application form and save it in PDF format,Event_427,msedgePress button in window
6,Recording_90,Process_32,2022-02-16T04:18:27+00:00,Select menu option in window,Menu Item 'Print Form' in Window 'Leave  ...  - Microsoft​ Edge',msedge,Leave Application form (Edit) Microsoft Forms and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.SelectMenuOption Control: appmask['Window \\'Leave  ...  - Microsoft\u200b Edge\\'']['Menu Item \\'Print Form\\'']\n""]",8.0,Search the Leave Application form and save it in PDF format,Event_427,msedgeSelect menu option in window
7,Recording_90,Process_32,2022-02-16T04:18:32+00:00,Press button in window,Button 'Print' in Window 'Leave  ...  - Microsoft​ Edge' 2,msedge,Leave Application form (Preview) Microsoft Forms and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Leave  ...  - Microsoft\u200b Edge\\' 2']['Button \\'Print\\'']\n""]",9.0,Search the Leave Application form and save it in PDF format,Event_427,msedgePress button in window
8,Recording_90,Process_32,2022-02-16T04:18:40+00:00,Click UI element in window,Tree Item 'Downloads' in Window 'Leave  ...  - Microsoft​ Edge',msedge,Leave Application form (Edit) Microsoft Forms and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.Click Element: appmask['Window \\'Leave  ...  - Microsoft\u200b Edge\\'']['Tree Item \\'Downloads\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 2 OffsetY: -2 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",12.0,Search the Leave Application form and save it in PDF format,Event_427,msedgeClick UI element in window
9,Recording_90,Process_32,2022-02-16T04:19:09+00:00,Populate text field in window,Edit 'File name:' in Window 'Leave  ...  - Microsoft​ Edge'; Text:'Leave application form',msedge,Leave Application form (Edit) Microsoft Forms and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PopulateTextField TextField: appmask['Window \\'Leave  ...  - Microsoft\u200b Edge\\'']['Edit \\'File name:\\''] Text: 'Leave application form' Mode: UIAutomation.PopulateTextMode.Replace ClickType: UIAutomation.PopulateMouseClickType.SingleClick\n""]",13.0,Search the Leave Application form and save it in PDF format,Event_427,msedgePopulate text field in window
10,Recording_90,Process_32,2022-02-16T04:19:11+00:00,Press button in window,Button 'Save' in Window 'Leave  ...  - Microsoft​ Edge' 2,msedge,Leave Application form (Preview) Microsoft Forms and 1 more page - [InPrivate] - Microsoft​ Edge,"[""UIAutomation.PressButton Button: appmask['Window \\'Leave  ...  - Microsoft\u200b Edge\\' 2']['Button \\'Save\\'']\n""]",14.0,Search the Leave Application form and save it in PDF format,Event_427,msedgePress button in window
11,Recording_90,Process_32,2022-02-16T04:19:17+00:00,Press button in window,Nebula PDF Converter Pro - 1 running window in Quick Launch Bar,,,"[""UIAutomation.PressButton Button: appmask['Quick Launch Bar']['Nebula PDF Converter Pro - 1 running window']\n""]",15.0,Open the document converter app,Event_428,Press button in window
12,Recording_90,Process_32,2022-02-16T04:19:20+00:00,Click UI element in window,List Item 'PDFConverter.ViewModels.ToolListUsername' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['List Item \\'PDFConverter.ViewModels.ToolListUsername\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -44 OffsetY: 5 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",16.0,Open the document converter app,Event_428,ApplicationFrameHostClick UI element in window
13,Recording_90,Process_32,2022-02-16T04:19:24+00:00,Press button in window,Button 'Button' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Button\\'']\n""]",17.0,Upload the Leave Application form,Event_429,ApplicationFrameHostPress button in window
14,Recording_90,Process_32,2022-02-16T04:19:28+00:00,Click UI element in window,Tree Item 'Documents' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['Tree Item \\'Documents\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -20 OffsetY: 1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",18.0,Upload the Leave Application form,Event_429,ApplicationFrameHostClick UI element in window
15,Recording_90,Process_32,2022-02-16T04:19:33+00:00,Click UI element in window,Tree Item 'Downloads' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['Tree Item \\'Downloads\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: -19 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleRight\n""]",19.0,Upload the Leave Application form,Event_429,ApplicationFrameHostClick UI element in window
16,Recording_90,Process_32,2022-02-16T04:19:39+00:00,Click UI element in window,Edit 'Name' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['Edit \\'Name\\''] ClickType: UIAutomation.ClickType.LeftClick OffsetX: 18 OffsetY: -1 MousePositionRelativeToElement: UIAutomation.RectangleEdgePoint.MiddleCenter\n""]",20.0,Upload the Leave Application form,Event_429,ApplicationFrameHostClick UI element in window
17,Recording_90,Process_32,2022-02-16T04:19:43+00:00,Press button in window,Button 'Open' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Open\\'']\n""]",21.0,Upload the Leave Application form,Event_429,ApplicationFrameHostPress button in window
18,Recording_90,Process_32,2022-02-16T04:19:51+00:00,Press button in window,Button 'Browser...' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Browser...\\'']\n""]",22.0,Upload the Leave Application form,Event_429,ApplicationFrameHostPress button in window
19,Recording_90,Process_32,2022-02-16T04:19:56+00:00,Click UI element in window,Tree Item 'Desktop (pinned)' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.Click Element: appmask['Window \\'Nebula PDF Converter Pro\\'']['Tree Item \\'Desktop (pinned)\\''] ClickType: UIAutomation.ClickType.LeftClick\n""]",23.0,Upload the Leave Application form,Event_429,ApplicationFrameHostClick UI element in window
20,Recording_90,Process_32,2022-02-16T04:20:00+00:00,Press button in window,Button 'Select Folder' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Select Folder\\'']\n""]",24.0,Upload the Leave Application form,Event_429,ApplicationFrameHostPress button in window
21,Recording_90,Process_32,2022-02-16T04:20:04+00:00,Press button in window,Button 'Convert' in Window 'Nebula PDF Converter Pro',ApplicationFrameHost,Nebula PDF Converter Pro,"[""UIAutomation.PressButton Button: appmask['Window \\'Nebula PDF Converter Pro\\'']['Button \\'Convert\\'']\n""]",,Save it to word format,Event_430,ApplicationFrameHostPress button in window
